id,Podcast_Name,Episode_Title,Episode_Length_minutes,Genre,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment,Listening_Time_minutes
3680,Daily Digest,Episode 23,105.01,News,41.65,Sunday,Night,17.26,2.0,Neutral,83.22101
3681,Business Insights,Episode 76,109.9,Business,47.84,Saturday,Night,37.53,0.0,Positive,92.9433
3682,Fashion Forward,Episode 5,64.56,Lifestyle,81.72,Thursday,Night,72.53,0.0,Neutral,49.30623
3683,Brain Boost,Episode 79,114.67,Education,39.71,Tuesday,Night,44.87,0.0,Neutral,58.23
3684,Innovators,Episode 64,22.03,Technology,70.86,Sunday,Morning,35.85,1.0,Neutral,14.89085
3685,Sound Waves,Episode 86,76.8,Music,43.71,Sunday,Evening,78.43,1.0,Negative,43.43417
3686,Learning Lab,Episode 9,112.75,Education,95.0,Sunday,Night,,0.0,Negative,100.61407
3687,Brain Boost,Episode 29,24.31,Education,54.04,Sunday,Morning,56.93,1.0,Neutral,18.91315
3688,Business Insights,Episode 31,,Business,84.21,Sunday,Morning,87.87,1.0,Negative,87.48
3689,Tech Trends,Episode 58,109.72,Technology,46.04,Friday,Night,,0.0,Positive,102.38093
3690,Life Lessons,Episode 53,45.97,Lifestyle,56.09,Tuesday,Evening,23.04,2.0,Neutral,34.17415
3691,Crime Chronicles,Episode 39,98.04,True Crime,91.25,Saturday,Afternoon,4.65,1.0,Negative,85.98602
3692,Mystery Matters,Episode 10,9.81,True Crime,51.85,Wednesday,Night,,2.0,Neutral,5.18526
3693,Sports Weekly,Episode 20,118.68,Sports,33.07,Monday,Night,68.49,0.0,Positive,107.54359
3694,Business Insights,Episode 35,83.84,Business,24.83,Sunday,Night,3.11,3.0,Negative,60.81062
3695,Detective Diaries,Episode 74,8.8,True Crime,82.55,Tuesday,Afternoon,,2.0,Neutral,6.73299
3696,Fitness First,Episode 58,62.34,Health,46.84,Wednesday,Afternoon,15.19,1.0,Positive,46.03402
3697,True Crime Stories,Episode 68,53.62,True Crime,59.04,Wednesday,Afternoon,54.84,0.0,Positive,42.32282
3698,Sports Central,Episode 73,32.29,Sports,66.24,Sunday,Night,1.22,0.0,Negative,20.79002
3699,Tune Time,Episode 93,104.31,Music,30.41,Tuesday,Morning,47.84,1.0,Neutral,84.92222
3700,True Crime Stories,Episode 86,53.27,True Crime,64.92,Thursday,Afternoon,18.87,3.0,Neutral,47.1194
3701,Comedy Corner,Episode 29,48.63,Comedy,79.53,Wednesday,Night,87.53,0.0,Positive,45.54459
3702,Business Briefs,Episode 51,106.43,Business,39.82,Saturday,Afternoon,,3.0,Negative,47.58932
3703,Sports Central,Episode 31,109.33,Sports,79.13,Wednesday,Night,62.73,0.0,Negative,61.48
3704,Tech Trends,Episode 90,85.37,Technology,97.49,Monday,Evening,97.75,1.0,Neutral,66.64816
3705,Tech Talks,Episode 63,31.23,Technology,78.27,Wednesday,Night,54.23,0.0,Negative,17.34
3706,Market Masters,Episode 77,53.94,Business,52.14,Tuesday,Morning,,2.0,Negative,47.71843
3707,Crime Chronicles,Episode 39,,True Crime,43.97,Sunday,Evening,,0.0,Neutral,50.3
3708,Educational Nuggets,Episode 26,27.89,Education,35.6,Monday,Evening,45.94,1.0,Neutral,15.9411
3709,Sound Waves,Episode 34,64.81,Music,30.81,Monday,Evening,50.22,2.0,Negative,56.82225
3710,Sound Waves,Episode 97,82.17,Music,37.6,Wednesday,Evening,94.05,3.0,Neutral,48.26142
3711,Tune Time,Episode 17,,Music,64.04,Saturday,Night,74.41,1.0,Neutral,35.82204
3712,Laugh Line,Episode 16,95.36,Comedy,93.35,Thursday,Evening,29.3,0.0,Positive,55.36858
3713,Mind & Body,Episode 33,110.69,Health,96.15,Wednesday,Afternoon,49.06,0.0,Positive,94.95986
3714,Athlete's Arena,Episode 78,84.57,Sports,42.16,Wednesday,Evening,66.29,2.0,Neutral,58.04329
3715,Crime Chronicles,Episode 68,92.46,True Crime,58.01,Thursday,Night,84.12,0.0,Negative,68.9249
3716,World Watch,Episode 60,34.99,News,33.07,Thursday,Night,,3.0,Positive,15.6466
3717,Tech Talks,Episode 94,103.25,Technology,25.77,Thursday,Evening,,0.0,Neutral,80.01445
3718,Business Briefs,Episode 78,77.52,Business,96.28,Tuesday,Evening,65.31,1.0,Neutral,73.97686
3719,Brain Boost,Episode 69,22.12,Education,52.52,Sunday,Night,60.79,3.0,Neutral,14.50994
3720,Business Briefs,Episode 9,59.64,Business,62.17,Wednesday,Afternoon,,0.0,Negative,26.1173
3721,Sports Central,Episode 74,16.75,Sports,99.27,Tuesday,Afternoon,,0.0,Neutral,10.82915
3722,Melody Mix,Episode 15,118.1,Music,72.37,Monday,Evening,76.19,3.0,Neutral,65.50269
3723,Finance Focus,Episode 72,28.38,Business,66.16,Monday,Morning,55.7,2.0,Positive,16.25738
3724,Detective Diaries,Episode 82,,True Crime,59.49,Wednesday,Evening,,2.0,Negative,68.32005
3725,Sport Spot,Episode 1,59.07,Sports,23.43,Friday,Morning,27.29,1.0,Neutral,39.2205
3726,Money Matters,Episode 1,56.29,Business,36.77,Wednesday,Afternoon,98.71,0.0,Neutral,51.67083
3727,Mystery Matters,Episode 29,73.18,True Crime,72.37,Thursday,Evening,98.84,0.0,Negative,70.07422
3728,Educational Nuggets,Episode 100,71.8,Education,35.47,Tuesday,Afternoon,68.99,1.0,Negative,60.59896
3729,Tech Talks,Episode 55,,Technology,30.89,Thursday,Afternoon,81.11,1.0,Neutral,8.62
3730,Brain Boost,Episode 46,86.74,Education,76.84,Wednesday,Afternoon,35.41,3.0,Neutral,46.29545
3731,Finance Focus,Episode 90,86.57,Business,86.19,Wednesday,Morning,10.98,1.0,Positive,75.01878
3732,Tech Trends,Episode 48,34.94,Technology,38.63,Tuesday,Afternoon,52.79,3.0,Positive,18.77
3733,Sports Weekly,Episode 90,62.43,Sports,61.56,Thursday,Night,33.32,3.0,Negative,42.71
3734,Game Day,Episode 22,67.24,Sports,96.95,Friday,Morning,,1.0,Positive,50.51
3735,Game Day,Episode 51,65.57,Sports,81.45,Saturday,Afternoon,60.86,0.0,Positive,58.68472
3736,Educational Nuggets,Episode 37,103.05,Education,92.56,Sunday,Afternoon,91.45,3.0,Negative,65.28065
3737,Sports Weekly,Episode 27,,Sports,56.35,Friday,Afternoon,,1.0,Positive,77.27788
3738,Health Hour,Episode 83,16.1,Health,27.7,Thursday,Night,,1.0,Neutral,11.61976
3739,Melody Mix,Episode 19,46.62,Music,81.54,Monday,Night,69.71,3.0,Negative,22.57
3740,Healthy Living,Episode 30,42.2,Health,78.11,Monday,Evening,59.75,1.0,Negative,34.61671
3741,Crime Chronicles,Episode 8,19.78,True Crime,69.55,Wednesday,Night,22.82,0.0,Neutral,16.07064
3742,Funny Folks,Episode 6,,Comedy,42.61,Saturday,Morning,22.26,0.0,Negative,28.37867
3743,Mystery Matters,Episode 87,35.51,True Crime,63.58,Tuesday,Evening,3.13,1.0,Neutral,24.41714
3744,Business Insights,Episode 79,98.79,Business,55.64,Thursday,Morning,,0.0,Positive,81.35381
3745,Wellness Wave,Episode 46,49.59,Health,74.68,Friday,Morning,48.71,0.0,Neutral,24.21348
3746,Joke Junction,Episode 63,,Comedy,83.03,Sunday,Afternoon,,3.0,Neutral,38.27991
3747,Athlete's Arena,Episode 56,37.39,Sports,58.93,Friday,Evening,66.76,2.0,Neutral,28.7829
3748,Criminal Minds,Episode 80,94.52,True Crime,27.23,Friday,Afternoon,,1.0,Neutral,58.24
3749,Tune Time,Episode 34,68.63,Music,82.7,Wednesday,Morning,4.35,1.0,Positive,58.99114
3750,Mystery Matters,Episode 90,96.83,True Crime,75.0,Wednesday,Night,64.83,2.0,Neutral,85.5819
3751,Detective Diaries,Episode 29,115.3,True Crime,53.84,Sunday,Evening,91.48,2.0,Negative,101.42457
3752,Melody Mix,Episode 23,119.24,Music,59.64,Friday,Afternoon,22.26,0.0,Neutral,85.64286
3753,Sound Waves,Episode 8,66.36,Music,62.69,Monday,Morning,19.24,0.0,Positive,53.49146
3754,Sound Waves,Episode 7,77.75,Music,97.54,Monday,Evening,39.08,1.0,Negative,61.82845
3755,Tech Trends,Episode 18,118.05,Technology,58.0,Saturday,Afternoon,97.69,1.0,Negative,101.7
3756,Sports Central,Episode 33,94.25,Sports,39.01,Thursday,Evening,35.6,0.0,Negative,60.14814
3757,Humor Hub,Episode 27,105.62,Comedy,23.22,Thursday,Evening,82.21,1.0,Positive,89.02734
3758,Tech Talks,Episode 67,32.02,Technology,70.94,Friday,Afternoon,,3.0,Positive,23.21533
3759,Music Matters,Episode 2,57.94,Music,27.57,Monday,Morning,72.53,1.0,Positive,34.09271
3760,Study Sessions,Episode 49,107.48,Education,22.46,Thursday,Night,49.31,0.0,Neutral,70.12605
3761,Melody Mix,Episode 12,14.33,Music,97.31,Sunday,Night,,3.0,Neutral,6.7005
3762,Sports Central,Episode 93,29.03,Sports,33.22,Tuesday,Morning,34.86,0.0,Positive,22.39214
3763,Brain Boost,Episode 38,30.04,Education,26.85,Thursday,Night,98.85,1.0,Negative,19.48371
3764,Melody Mix,Episode 2,,Music,59.57,Sunday,Night,2.74,0.0,Neutral,15.7921
3765,Healthy Living,Episode 24,43.19,Health,31.37,Monday,Evening,,3.0,Neutral,26.97673
3766,Healthy Living,Episode 98,40.29,Health,36.01,Thursday,Morning,0.26,1.0,Neutral,27.02273
3767,Fashion Forward,Episode 63,23.52,Lifestyle,93.15,Monday,Evening,,2.0,Positive,7.17633
3768,Business Insights,Episode 61,33.06,Business,98.59,Wednesday,Afternoon,62.64,1.0,Negative,24.64
3769,Finance Focus,Episode 75,110.56,Business,70.85,Wednesday,Evening,42.93,3.0,Neutral,64.84626
3770,Athlete's Arena,Episode 32,16.85,Sports,56.29,Monday,Afternoon,29.87,3.0,Neutral,8.91
3771,Home & Living,Episode 96,94.5,Lifestyle,44.34,Thursday,Night,,1.0,Negative,77.21359
3772,Business Briefs,Episode 44,70.4,Business,80.57,Monday,Evening,,0.0,Negative,40.69325
3773,Wellness Wave,Episode 66,102.27,Health,26.6,Friday,Evening,69.82,3.0,Neutral,62.26263
3774,Study Sessions,Episode 40,,Education,20.17,Sunday,Night,39.15,3.0,Neutral,31.91114
3775,Sports Central,Episode 91,43.07,Sports,94.49,Thursday,Night,,3.0,Neutral,20.18539
3776,Style Guide,Episode 97,113.66,Lifestyle,53.39,Saturday,Afternoon,82.12,0.0,Neutral,106.93
3777,Sport Spot,Episode 88,16.37,Sports,76.46,Wednesday,Afternoon,41.12,0.0,Neutral,6.66187
3778,Business Insights,Episode 73,,Business,29.47,Thursday,Night,43.35,3.0,Negative,35.82
3779,Innovators,Episode 78,36.29,Technology,58.45,Saturday,Evening,59.79,3.0,Positive,23.36202
3780,Finance Focus,Episode 4,84.35,Business,78.24,Friday,Morning,71.6,2.0,Positive,45.57312
3781,Mystery Matters,Episode 7,92.15,True Crime,96.82,Friday,Morning,8.82,2.0,Positive,76.89245
3782,Gadget Geek,Episode 58,44.07,Technology,21.42,Saturday,Night,11.87,0.0,Negative,27.46207
3783,Educational Nuggets,Episode 3,,Education,66.03,Friday,Night,32.93,0.0,Positive,42.5037
3784,Sports Weekly,Episode 86,104.01,Sports,69.8,Thursday,Night,43.95,1.0,Positive,90.78591
3785,Joke Junction,Episode 41,40.5,Comedy,62.01,Thursday,Evening,,1.0,Negative,37.89203
3786,Detective Diaries,Episode 50,17.98,True Crime,84.68,Thursday,Morning,20.83,1.0,Neutral,10.04936
3787,Tune Time,Episode 86,67.03,Music,55.58,Tuesday,Afternoon,91.04,1.0,Positive,49.64729
3788,Tech Talks,Episode 82,109.34,Technology,53.79,Thursday,Night,52.84,0.0,Positive,90.06358
3789,Money Matters,Episode 87,59.17,Business,82.33,Saturday,Evening,13.13,3.0,Negative,29.08901
3790,Mystery Matters,Episode 90,23.68,True Crime,65.39,Friday,Evening,94.34,3.0,Neutral,18.60689
3791,Finance Focus,Episode 82,38.69,Business,49.9,Saturday,Evening,27.88,0.0,Negative,35.35844
3792,Money Matters,Episode 21,111.36,Business,55.36,Monday,Afternoon,18.55,0.0,Positive,70.26365
3793,World Watch,Episode 92,18.44,News,93.46,Sunday,Night,27.97,2.0,Neutral,13.90025
3794,Mind & Body,Episode 40,14.41,Health,94.09,Saturday,Afternoon,44.35,2.0,Negative,13.34169
3795,Mystery Matters,Episode 89,29.72,True Crime,99.43,Thursday,Night,79.67,1.0,Positive,21.33711
3796,Money Matters,Episode 57,27.66,Business,77.89,Saturday,Evening,24.26,2.0,Neutral,12.52334
3797,Life Lessons,Episode 76,60.3,Lifestyle,78.69,Monday,Morning,11.53,0.0,Negative,48.99194
3798,Business Briefs,Episode 78,40.56,Business,32.47,Monday,Evening,84.93,2.0,Neutral,37.00711
3799,True Crime Stories,Episode 73,110.84,True Crime,33.44,Thursday,Afternoon,94.57,3.0,Neutral,63.1938
3800,Learning Lab,Episode 42,83.24,Education,72.56,Monday,Night,85.73,3.0,Positive,59.64414
3801,Learning Lab,Episode 27,60.12,Education,22.07,Saturday,Evening,45.97,0.0,Negative,45.77679
3802,Sports Weekly,Episode 32,65.08,Sports,58.17,Wednesday,Morning,32.21,1.0,Negative,39.94965
3803,Life Lessons,Episode 17,49.42,Lifestyle,89.94,Friday,Evening,53.37,3.0,Positive,27.85469
3804,Finance Focus,Episode 23,65.53,Business,37.9,Monday,Night,65.82,0.0,Positive,36.14
3805,Tech Trends,Episode 96,36.69,Technology,36.33,Tuesday,Afternoon,42.34,0.0,Positive,35.70181
3806,Mystery Matters,Episode 30,116.58,True Crime,67.52,Friday,Night,99.1,3.0,Negative,62.58266
3807,Current Affairs,Episode 73,39.75,News,29.78,Wednesday,Evening,5.97,3.0,Negative,27.86
3808,Fitness First,Episode 89,18.29,Health,80.19,Wednesday,Morning,7.05,0.0,Neutral,4.02392
3809,Market Masters,Episode 33,113.32,Business,89.06,Thursday,Morning,,1.0,Negative,63.77027
3810,Tech Trends,Episode 3,29.19,Technology,59.6,Tuesday,Evening,56.71,2.0,Positive,16.22
3811,Lifestyle Lounge,Episode 38,22.32,Lifestyle,85.39,Thursday,Evening,69.26,0.0,Negative,12.51708
3812,Current Affairs,Episode 2,,News,71.81,Wednesday,Morning,,0.0,Positive,21.34751
3813,Educational Nuggets,Episode 49,85.51,Education,40.02,Wednesday,Afternoon,73.25,0.0,Neutral,61.9153
3814,Funny Folks,Episode 57,,Comedy,63.22,Tuesday,Morning,36.44,3.0,Positive,5.16
3815,Brain Boost,Episode 63,76.9,Education,99.2,Wednesday,Morning,59.62,0.0,Positive,71.30886
3816,Current Affairs,Episode 45,68.37,News,41.09,Friday,Night,25.61,3.0,Negative,57.10614
3817,Gadget Geek,Episode 8,29.63,Technology,57.22,Sunday,Night,,1.0,Neutral,22.12871
3818,Sports Weekly,Episode 46,110.44,Sports,54.62,Tuesday,Night,58.07,0.0,Positive,56.57664
3819,Healthy Living,Episode 52,34.53,Health,82.03,Wednesday,Evening,26.88,0.0,Neutral,26.78049
3820,Detective Diaries,Episode 33,70.37,True Crime,96.47,Saturday,Evening,50.37,3.0,Negative,44.08375
3821,Digital Digest,Episode 82,,Technology,63.76,Wednesday,Afternoon,,0.0,Negative,29.83082
3822,Athlete's Arena,Episode 43,8.3643914,Sports,72.81,Saturday,Afternoon,,2.0,Neutral,8.3644
3823,Digital Digest,Episode 66,57.55,Technology,21.7,Saturday,Evening,88.42,0.0,Neutral,50.156
3824,Mind & Body,Episode 19,29.77,Health,44.03,Wednesday,Morning,80.16,1.0,Negative,25.59
3825,Crime Chronicles,Episode 6,19.28,True Crime,73.46,Sunday,Night,,0.0,Negative,16.87646
3826,Sports Central,Episode 94,62.84,Sports,58.97,Tuesday,Evening,,0.0,Neutral,41.73331
3827,Sports Central,Episode 21,53.86,Sports,41.37,Wednesday,Morning,64.92,1.0,Neutral,49.58599
3828,Healthy Living,Episode 56,,Health,81.76,Monday,Evening,74.03,3.0,Negative,59.03093
3829,Criminal Minds,Episode 57,89.82,True Crime,58.61,Tuesday,Night,61.55,2.0,Neutral,83.18093
3830,Tune Time,Episode 86,49.02,Music,44.28,Saturday,Night,74.31,1.0,Positive,27.74335
3831,Fitness First,Episode 62,71.93,Health,57.84,Sunday,Morning,16.04,3.0,Neutral,33.11874
3832,Sports Central,Episode 82,77.74,Sports,73.28,Thursday,Evening,32.94,0.0,Neutral,45.97809
3833,Sound Waves,Episode 42,82.61,Music,47.57,Thursday,Night,13.15,0.0,Neutral,68.21813
3834,Money Matters,Episode 67,44.02,Business,24.32,Monday,Night,16.35,0.0,Negative,32.81914
3835,World Watch,Episode 97,29.35,News,84.37,Saturday,Afternoon,29.46,2.0,Positive,16.58
3836,Learning Lab,Episode 38,48.93,Education,61.75,Tuesday,Afternoon,89.69,1.0,Negative,29.11
3837,Humor Hub,Episode 17,116.93,Comedy,28.67,Sunday,Evening,54.33,0.0,Positive,111.12646
3838,Life Lessons,Episode 62,61.58,News,94.86,Wednesday,Night,22.7,1.0,Neutral,47.82188
3839,Athlete's Arena,Episode 1,46.36,Sports,66.0,Tuesday,Morning,29.1,0.0,Negative,36.77786
3840,Gadget Geek,Episode 68,62.9,Technology,84.97,Sunday,Evening,21.69,3.0,Positive,46.31976
3841,Tune Time,Episode 33,26.06,Music,83.52,Sunday,Afternoon,45.1,1.0,Neutral,24.93881
3842,Athlete's Arena,Episode 7,97.94,Sports,93.32,Saturday,Night,57.7,0.0,Neutral,82.87463
3843,Gadget Geek,Episode 28,108.05,Technology,64.34,Sunday,Afternoon,35.45,0.0,Negative,62.00136
3844,Mind & Body,Episode 5,71.32,Health,85.93,Sunday,Afternoon,97.38,2.0,Negative,58.75857
3845,Study Sessions,Episode 69,5.36,Education,73.98,Tuesday,Night,41.69,2.0,Negative,5.0
3846,Mystery Matters,Episode 75,67.17,True Crime,86.14,Saturday,Night,76.65,1.0,Negative,40.12946
3847,Funny Folks,Episode 96,40.45,Comedy,87.89,Wednesday,Afternoon,30.43,2.0,Neutral,22.67769
3848,Tech Trends,Episode 91,45.82,Technology,59.69,Sunday,Night,91.52,0.0,Negative,25.44
3849,Mind & Body,Episode 71,106.81,Health,71.04,Sunday,Afternoon,68.31,3.0,Negative,59.2165
3850,Study Sessions,Episode 71,24.45,Education,54.24,Saturday,Morning,12.0,3.0,Neutral,21.30982
3851,Study Sessions,Episode 64,69.38,Education,70.38,Sunday,Evening,24.76,0.0,Neutral,36.97
3852,Tech Trends,Episode 61,115.52,Technology,47.19,Saturday,Afternoon,99.2,0.0,Positive,112.86462
3853,Humor Hub,Episode 66,61.81,Comedy,33.19,Friday,Evening,14.9,2.0,Negative,43.82472
3854,Joke Junction,Episode 22,96.22,Comedy,52.3,Friday,Evening,69.96,1.0,Positive,68.14884
3855,Wellness Wave,Episode 13,97.31,Health,53.13,Friday,Morning,,1.0,Neutral,53.38975
3856,Business Briefs,Episode 96,60.66,Business,78.7,Friday,Night,37.64,0.0,Neutral,41.14721
3857,World Watch,Episode 93,41.7,News,63.91,Sunday,Morning,2.14,2.0,Neutral,33.17281
3858,Game Day,Episode 80,36.93,Sports,36.99,Tuesday,Afternoon,3.81,1.0,Negative,14.29296
3859,Digital Digest,Episode 90,12.09,Technology,82.46,Wednesday,Morning,8.99,0.0,Positive,113.33176
3860,True Crime Stories,Episode 62,70.37,True Crime,78.16,Wednesday,Afternoon,2.18,2.0,Neutral,53.71371
3861,Melody Mix,Episode 16,26.19,Music,78.95,Wednesday,Night,,1.0,Positive,20.10634
3862,Market Masters,Episode 37,10.97,Business,28.39,Monday,Morning,,0.0,Positive,9.01725
3863,Wellness Wave,Episode 64,44.64,Health,20.11,Friday,Night,64.24,3.0,Positive,29.44185
3864,Money Matters,Episode 21,19.5,Business,28.44,Wednesday,Morning,12.02,3.0,Neutral,9.41
3865,Innovators,Episode 1,87.58,Technology,39.56,Friday,Afternoon,36.35,2.0,Positive,53.79063
3866,Melody Mix,Episode 54,64.92,Music,61.2,Wednesday,Afternoon,,2.0,Neutral,52.12553
3867,Business Insights,Episode 46,116.68,Business,65.83,Thursday,Afternoon,53.63,2.0,Positive,109.65885
3868,Healthy Living,Episode 81,42.86,Health,29.84,Saturday,Evening,43.72,3.0,Neutral,23.43689
3869,Crime Chronicles,Episode 35,105.06,True Crime,37.63,Friday,Evening,56.38,1.0,Negative,60.70156
3870,Finance Focus,Episode 69,37.72,Business,47.07,Wednesday,Evening,5.64,0.0,Negative,26.79698
3871,Gadget Geek,Episode 30,30.35,Technology,77.92,Tuesday,Night,52.81,2.0,Neutral,9.65843
3872,Health Hour,Episode 49,76.04,Health,94.02,Tuesday,Morning,,3.0,Positive,62.13999
3873,Comedy Corner,Episode 34,86.78,Comedy,23.69,Friday,Evening,,2.0,Positive,52.90457
3874,Wellness Wave,Episode 63,,Health,52.08,Wednesday,Morning,,3.0,Positive,34.85967
3875,Educational Nuggets,Episode 88,,Education,58.02,Monday,Evening,,2.0,Neutral,45.15303
3876,Mind & Body,Episode 85,18.22,Health,59.25,Saturday,Afternoon,47.14,2.0,Negative,9.61601
3877,Business Briefs,Episode 94,36.67,Business,33.84,Wednesday,Evening,56.53,1.0,Neutral,20.73616
3878,Educational Nuggets,Episode 21,84.15,Education,87.79,Monday,Morning,38.51,2.0,Neutral,60.32599
3879,World Watch,Episode 43,53.61,News,30.18,Saturday,Evening,43.24,0.0,Positive,34.03878
3880,True Crime Stories,Episode 81,,True Crime,66.52,Friday,Night,97.64,1.0,Neutral,85.49328
3881,Business Insights,Episode 64,,Business,40.72,Wednesday,Afternoon,,2.0,Negative,38.77878
3882,Home & Living,Episode 62,69.25,Lifestyle,21.57,Monday,Evening,93.57,3.0,Negative,28.03602
3883,Funny Folks,Episode 55,46.06,Comedy,88.69,Tuesday,Night,88.09,1.0,Negative,33.94748
3884,Home & Living,Episode 75,19.96,Lifestyle,67.95,Monday,Evening,,3.0,Neutral,19.88657
3885,Funny Folks,Episode 92,,Comedy,62.06,Wednesday,Evening,82.03,2.0,Positive,30.95638
3886,Finance Focus,Episode 84,56.4,Business,65.66,Friday,Morning,11.4,3.0,Neutral,45.62935
3887,Tune Time,Episode 84,57.19,Music,70.24,Saturday,Morning,,1.0,Neutral,47.80078
3888,Melody Mix,Episode 12,,Music,67.59,Friday,Night,,3.0,Neutral,41.99255
3889,Tech Talks,Episode 75,60.92,Technology,74.0,Sunday,Evening,39.89,3.0,Neutral,53.82205
3890,Tech Talks,Episode 53,115.19,Technology,63.39,Friday,Afternoon,89.37,2.0,Neutral,93.4143
3891,Detective Diaries,Episode 72,36.46,True Crime,66.15,Monday,Night,50.19,2.0,Neutral,12.40071
3892,Funny Folks,Episode 76,50.08,Comedy,46.37,Thursday,Morning,39.45,3.0,Positive,27.86296
3893,Life Lessons,Episode 31,32.82,Lifestyle,27.28,Wednesday,Morning,49.85,2.0,Neutral,19.89014
3894,Crime Chronicles,Episode 72,78.78,True Crime,96.26,Sunday,Afternoon,16.29,3.0,Neutral,64.86219
3895,Health Hour,Episode 80,91.08,Health,26.27,Thursday,Night,81.41,0.0,Positive,71.36
3896,Study Sessions,Episode 19,91.07,Education,75.48,Thursday,Morning,67.51,2.0,Neutral,63.15322
3897,Humor Hub,Episode 52,52.16,Comedy,63.08,Wednesday,Morning,,1.0,Neutral,48.46638
3898,Funny Folks,Episode 92,79.87,Comedy,27.94,Monday,Night,97.04,0.0,Neutral,64.99726
3899,Humor Hub,Episode 46,82.48,Comedy,41.01,Sunday,Morning,79.48,1.0,Negative,75.48957
3900,Funny Folks,Episode 79,,Comedy,53.46,Thursday,Night,,3.0,Negative,17.17401
3901,Crime Chronicles,Episode 17,94.96,True Crime,67.19,Saturday,Morning,41.82,2.0,Negative,41.47508
3902,Game Day,Episode 28,62.46,Sports,29.9,Wednesday,Night,16.05,0.0,Neutral,49.06676
3903,Sound Waves,Episode 52,107.25,Music,79.69,Friday,Night,,3.0,Neutral,84.08765
3904,Business Insights,Episode 58,81.04,Business,88.38,Friday,Afternoon,82.21,1.0,Neutral,65.29319
3905,Detective Diaries,Episode 85,83.55,True Crime,49.9,Wednesday,Night,89.34,0.0,Neutral,62.94858
3906,Laugh Line,Episode 64,,Comedy,36.36,Saturday,Night,39.37,3.0,Neutral,47.11948
3907,Melody Mix,Episode 62,106.4,Music,28.9,Thursday,Evening,,0.0,Negative,60.21669
3908,Tune Time,Episode 69,49.21,Music,54.27,Saturday,Afternoon,,1.0,Positive,45.25841
3909,Digital Digest,Episode 22,51.31,Technology,45.79,Sunday,Morning,47.2,1.0,Negative,41.35
3910,Funny Folks,Episode 19,90.35,Comedy,52.6,Monday,Evening,96.68,0.0,Negative,63.46896
3911,Style Guide,Episode 1,8.27,Lifestyle,55.71,Sunday,Afternoon,,2.0,Positive,5.70288
